 0 0 
  3.335641e-17 0 
  6.671282e-17 0 
  1.000692e-16 -5.271742e-01 
  1.334256e-16 -1.176261e+01 
  1.667820e-16 -7.455048e+01 
  2.001385e-16 -2.261368e+02 
  2.334949e-16 -3.950337e+02 
  2.668513e-16 -4.307141e+02 
  3.002077e-16 -3.066780e+02 
  3.335641e-16 -1.566515e+02 
  3.669205e-16 -8.406297e+01 
  4.002769e-16 -8.504791e+01 
  4.336333e-16 -1.175249e+02 
  4.669897e-16 -1.270183e+02 
  5.003461e-16 -8.191858e+01 
  5.337026e-16 -2.194805e+01 
  5.670590e-16 3.376026e+00 
  6.004154e-16 2.106058e+00 
  6.337718e-16 -1.421459e-01 
  6.671282e-16 7.657374e-01 
  7.004846e-16 -7.503312e+00 
  7.338410e-16 -4.557059e+01 
  7.671974e-16 -1.091755e+02 
  8.005538e-16 -1.568965e+02 
  8.339102e-16 -1.680755e+02 
  8.672666e-16 -1.773767e+02 
  9.006231e-16 -2.350740e+02 
  9.339795e-16 -3.557211e+02 
  9.673359e-16 -4.943916e+02 
  1.000692e-15 -5.790630e+02 
  1.034049e-15 -5.914318e+02 
  1.067405e-15 -5.940845e+02 
  1.100762e-15 -6.629225e+02 
  1.134118e-15 -8.089370e+02 
  1.167474e-15 -9.613658e+02 
  1.200831e-15 -1.029281e+03 
  1.234187e-15 -9.954988e+02 
  1.267544e-15 -9.340442e+02 
  1.300900e-15 -9.233672e+02 
  1.334256e-15 -9.576441e+02 
  1.367613e-15 -9.467988e+02 
  1.400969e-15 -8.074241e+02 
  1.434326e-15 -5.587402e+02 
  1.467682e-15 -3.073364e+02 
  1.501038e-15 -1.362698e+02 
  1.534395e-15 -4.647236e+01 
  1.567751e-15 -5.656353e+00 
  1.601108e-15 -5.100526e+00 
  1.634464e-15 -4.548860e+01 
  1.667820e-15 -9.891994e+01 
  1.701177e-15 -1.262154e+02 
  1.734533e-15 -1.255438e+02 
  1.767890e-15 -1.360420e+02 
  1.801246e-15 -2.070441e+02 
  1.834603e-15 -3.678377e+02 
  1.867959e-15 -5.795534e+02 
  1.901315e-15 -7.241352e+02 
  1.934672e-15 -7.111994e+02 
  1.968028e-15 -5.835156e+02 
  2.001385e-15 -4.593788e+02 
  2.034741e-15 -4.065223e+02 
  2.068097e-15 -4.163221e+02 
  2.101454e-15 -4.482189e+02 
  2.134810e-15 -4.571002e+02 
  2.168167e-15 -4.121337e+02 
  2.201523e-15 -3.135815e+02 
  2.234879e-15 -1.876762e+02 
  2.268236e-15 -7.406367e+01 
  2.301592e-15 -9.280924e+00 
  2.334949e-15 1.898632e+00 
  2.368305e-15 -1.279182e+01 
  2.401661e-15 -3.213185e+01 
  2.435018e-15 -6.742670e+01 
  2.468374e-15 -1.717321e+02 
  2.501731e-15 -4.313543e+02 
  2.535087e-15 -8.723531e+02 
  2.568444e-15 -1.363929e+03 
  2.601800e-15 -1.725726e+03 
  2.635156e-15 -1.951081e+03 
  2.668513e-15 -2.243161e+03 
  2.701869e-15 -2.841236e+03 
  2.735226e-15 -3.823896e+03 
  2.768582e-15 -4.998656e+03 
  2.801938e-15 -6.006843e+03 
  2.835295e-15 -6.659739e+03 
  2.868651e-15 -7.153646e+03 
  2.902008e-15 -7.879427e+03 
  2.935364e-15 -9.044455e+03 
  2.968720e-15 -1.047332e+04 
